,state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,has_availability,availability_365,number_of_reviews,review_scores_rating,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month,essentials,other_amenities,annual_revenue,host_experience,match_group,match_group_size,weights
5879,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,3351.24,1,236.0,3.0,1.0
5886,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,9541.92,1,319.0,5.0,1.0
5896,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,9878.4,1,421.0,5.0,4.3076923076923075
5902,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,14492.64,1,399.0,2.0,1.0769230769230769
5913,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,8731.8,1,468.0,7.0,0.17948717948717946
5922,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,95400.0,1,405.0,3.0,0.5384615384615384
5929,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,864.0,1,308.0,4.0,1.0769230769230769
5934,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,51202.08,1,221.0,2.0,1.0769230769230769
5936,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,7046.400000000001,1,442.0,9.0,1.0
5940,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,89644.44,1,460.0,3.0,1.0
5944,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,3699.84,1,264.0,2.0,1.0769230769230769
5960,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,63756.0,1,423.0,9.0,8.615384615384615
5961,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,3072.0,1,419.0,4.0,1.0
5963,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,107623.56,1,454.0,2.0,1.0769230769230769
5974,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,24372.84,1,226.0,4.0,0.3589743589743589
5977,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3861.0,1,514.0,3.0,1.0
5988,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1164.24,1,881.0,4.0,0.3589743589743589
6013,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,11291.28,1,270.0,9.0,0.8615384615384616
6017,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,16092.0,1,420.0,7.0,1.0
6025,0,0,1,1,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,147.0,1,646.0,2.0,1.0769230769230769
6027,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,4533.4800000000005,1,262.0,3.0,1.0
6032,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,2289.0,1,230.0,2.0,1.0
6034,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,43195.31999999999,1,444.0,2.0,1.0
6038,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,387.6,1,204.0,5.0,0.2692307692307692
6042,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,7917.959999999999,1,445.0,4.0,0.3589743589743589
6047,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,5123.16,1,411.0,2.0,1.0
6048,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,7813.799999999999,1,233.0,6.0,1.0
6050,0,0,1,0,1,1,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,4940.52,1,899.0,2.0,1.0
6053,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,2004.6,1,907.0,2.0,1.0769230769230769
6058,0,2,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,115.92,1,564.0,2.0,1.0769230769230769
6068,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,25014.960000000006,1,430.0,5.0,1.0
6070,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,11892.0,1,378.0,4.0,1.0769230769230769
6072,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,17964.0,1,859.0,2.0,1.0769230769230769
6076,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,13311.240000000002,1,272.0,2.0,1.0
6077,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,7020.0,1,295.0,6.0,1.0
6084,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,3014.4,1,353.0,2.0,1.0769230769230769
6092,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,8343.0,1,304.0,2.0,1.0
6093,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,7365.6,1,442.0,9.0,2.1538461538461537
6095,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,39477.12,1,253.0,5.0,0.2692307692307692
6105,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1776.0,1,932.0,2.0,1.0
6113,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,29485.92,1,272.0,2.0,1.0769230769230769
6116,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,34003.2,1,423.0,9.0,1.0
6126,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,5263.2,1,408.0,3.0,1.0
6127,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,5733.000000000001,1,322.0,5.0,1.0
6129,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,8604.0,1,461.0,2.0,1.0769230769230769
6130,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,34024.32,1,438.0,4.0,3.230769230769231
6132,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,22620.0,1,343.0,3.0,1.0
6136,1,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,280.79999999999995,1,904.0,2.0,1.0769230769230769
6138,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,19335.0,1,734.0,2.0,1.0
6140,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4519.799999999999,1,499.0,5.0,1.0
6152,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,722.4000000000001,1,313.0,7.0,1.0
6154,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,4181.76,1,396.0,4.0,0.3589743589743589
6158,0,0,1,0,1,1,1,1,2,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,10394.76,1,760.0,3.0,1.0
6168,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,49985.16,1,887.0,3.0,1.0
6177,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,6507.6,1,368.0,2.0,1.0
6178,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1800.0,1,238.0,2.0,1.0769230769230769
6184,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,6000.0,1,373.0,3.0,1.0
6186,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,5856.6,1,238.0,2.0,1.0
6187,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1500.2400000000002,1,547.0,13.0,0.673076923076923
6195,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,2256.0,1,733.0,2.0,1.0
6199,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,32172.0,1,741.0,2.0,1.0769230769230769
6204,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,3528.0,1,365.0,2.0,1.0769230769230769
6205,0,0,1,1,0,0,1,1,2,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,2052.0,1,768.0,2.0,1.0769230769230769
6206,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1392.48,1,191.0,5.0,0.2692307692307692
6210,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,101247.84,1,327.0,16.0,1.0
6214,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,9513.36,1,367.0,3.0,2.1538461538461537
6222,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,14687.88,1,275.0,4.0,1.0769230769230769
6224,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,15833.999999999996,1,429.0,3.0,0.5384615384615384
6229,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1862.4,1,283.0,3.0,2.1538461538461537
6232,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,11855.16,1,535.0,2.0,1.0769230769230769
6234,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,7425.0,1,525.0,2.0,1.0
6237,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,14784.0,1,281.0,2.0,1.0
6238,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,399.84,1,882.0,3.0,1.0
6257,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,576.0,1,321.0,4.0,3.230769230769231
6259,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,293.76,1,639.0,3.0,0.5384615384615384
6264,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1847.64,1,342.0,3.0,1.0
6266,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1048.32,1,206.0,2.0,1.0769230769230769
6273,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,3929.16,1,336.0,4.0,1.0
6281,0,2,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,18432.0,1,571.0,3.0,0.5384615384615384
6285,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,5400.0,1,887.0,3.0,2.1538461538461537
6286,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,14348.16,1,386.0,2.0,1.0
6288,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,14910.24,1,259.0,5.0,1.0
6289,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,3360.0,1,337.0,6.0,5.384615384615384
6295,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,20592.6,1,382.0,2.0,1.0769230769230769
6297,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3938.88,1,620.0,6.0,1.0769230769230769
6311,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,8827.56,1,459.0,4.0,0.3589743589743589
6316,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,7061.16,1,419.0,4.0,3.230769230769231
6336,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,12047.76,1,521.0,5.0,0.7179487179487178
6341,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,3943.68,1,426.0,5.0,0.2692307692307692
6342,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,12555.84,1,468.0,7.0,0.17948717948717946
6343,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,5884.68,1,221.0,2.0,1.0
6346,0,0,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1987.2,1,627.0,2.0,1.0769230769230769
6348,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,7405.44,1,410.0,4.0,1.0769230769230769
6360,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,8208.0,1,855.0,3.0,1.0
6362,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,3910.2,1,263.0,2.0,1.0769230769230769
6366,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,2115.6000000000004,1,543.0,2.0,1.0
6368,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,54540.0,1,430.0,5.0,0.7179487179487178
6376,0,1,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2590.08,1,668.0,3.0,1.0
6381,0,0,1,1,1,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,15561.6,1,656.0,3.0,1.0
6383,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,8194.56,1,697.0,2.0,1.0
6384,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,4452.0,1,273.0,3.0,0.5384615384615384
6386,0,2,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,7788.0,1,678.0,2.0,1.0
6387,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,6489.84,1,271.0,2.0,1.0
6393,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,872.64,1,288.0,3.0,0.5384615384615384
6401,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2451.6000000000004,1,463.0,2.0,1.0
6404,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,6640.92,1,411.0,2.0,1.0769230769230769
6405,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,24047.04,1,291.0,4.0,1.0
6406,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,5125.68,1,466.0,2.0,1.0
6407,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,590.04,1,313.0,7.0,1.0
6411,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,2424.0,1,369.0,2.0,1.0769230769230769
6412,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,5135.88,1,450.0,3.0,0.5384615384615384
6413,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,75979.44,1,462.0,2.0,1.0
6419,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,3006.0,1,547.0,13.0,0.673076923076923
6420,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,231.0,1,806.0,2.0,1.0
6421,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,33904.8,1,405.0,3.0,0.5384615384615384
6422,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1091.0400000000002,1,247.0,3.0,1.0
6429,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,950.4,1,291.0,4.0,1.0
6436,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,6949.4400000000005,1,408.0,3.0,2.1538461538461537
6441,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,3120.0,1,392.0,3.0,0.5384615384615384
6451,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,3927.0,1,548.0,4.0,1.0
6452,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,7203.6,1,445.0,4.0,0.3589743589743589
6454,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,7402.199999999999,1,285.0,3.0,1.0
6456,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,6279.0,1,329.0,7.0,0.4307692307692308
6457,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15315.84,1,349.0,2.0,1.0769230769230769
6466,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,12096.0,1,888.0,2.0,1.0
6472,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,3783.0,1,373.0,3.0,0.5384615384615384
6473,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1490.4,1,500.0,2.0,1.0
6474,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4756.8,1,702.0,2.0,1.0769230769230769
6475,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,24019.56,1,437.0,2.0,1.0
6477,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,52604.16,1,432.0,2.0,1.0
6484,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,7742.879999999999,1,328.0,9.0,1.346153846153846
6489,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,465.6,1,370.0,2.0,1.0769230769230769
6497,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,244.8,1,544.0,2.0,1.0769230769230769
6500,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,3214.8,1,427.0,5.0,1.0
6502,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,378.0,1,507.0,3.0,1.0
6507,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,18776.16,1,393.0,2.0,1.0769230769230769
6513,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,2679.24,1,730.0,2.0,1.0769230769230769
6523,0,0,1,1,1,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,691.1999999999999,1,633.0,3.0,1.0
6529,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,26621.28,1,299.0,2.0,1.0769230769230769
6534,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,5870.759999999999,1,856.0,2.0,1.0769230769230769
6535,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,4752.0,1,338.0,2.0,1.0
6540,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,13103.52,1,717.0,2.0,1.0769230769230769
6544,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2458.8,1,838.0,2.0,1.0
6546,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,106.92,1,731.0,2.0,1.0769230769230769
6553,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,224.4,1,316.0,2.0,1.0
6558,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,980.4,1,204.0,5.0,0.2692307692307692
6561,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1573.44,1,325.0,2.0,1.0769230769230769
6572,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,19604.4,1,553.0,2.0,1.0769230769230769
6573,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,10182.48,1,850.0,2.0,1.0769230769230769
6575,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1715.04,1,622.0,2.0,1.0769230769230769
6595,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,2659.8,1,550.0,4.0,1.0769230769230769
6610,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1200.0,1,231.0,2.0,1.0769230769230769
6612,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1441.56,1,375.0,3.0,0.5384615384615384
6615,0,1,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,859.2,1,667.0,2.0,1.0769230769230769
6623,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,5563.8,1,396.0,4.0,0.3589743589743589
6624,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2050.2,1,456.0,3.0,0.5384615384615384
6625,0,2,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,920.4,1,679.0,2.0,1.0769230769230769
6630,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15660.0,1,457.0,2.0,1.0769230769230769
6634,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,3072.0,1,255.0,2.0,1.0769230769230769
6636,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,540.0,1,505.0,5.0,0.7179487179487178
6639,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,2292.0,1,351.0,2.0,1.0769230769230769
6643,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,28902.96,1,382.0,2.0,1.0
6645,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,2331.0000000000005,1,317.0,8.0,1.0
6646,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,3479.76,1,363.0,2.0,1.0769230769230769
6651,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,448.80000000000007,1,294.0,4.0,1.0
6653,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,47019.96,1,886.0,2.0,1.0
6654,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,12993.24,1,422.0,4.0,1.0769230769230769
6670,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,10495.8,1,753.0,3.0,1.0
6674,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,5018.4,1,417.0,15.0,1.0
6675,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1897.2,1,277.0,2.0,1.0
6676,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,3548.88,1,841.0,2.0,1.0
6689,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,760.3199999999999,1,256.0,2.0,1.0769230769230769
6693,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,6427.200000000001,1,440.0,7.0,1.0
6697,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,23945.4,1,360.0,7.0,0.4307692307692308
6698,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,2777.88,1,231.0,2.0,1.0
6699,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,9857.28,1,337.0,6.0,1.0
6710,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,706.5600000000001,1,550.0,4.0,1.0769230769230769
6713,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,5375.040000000001,1,704.0,4.0,1.0769230769230769
6715,1,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,948.0,1,905.0,2.0,1.0769230769230769
6717,0,2,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,6247.8,1,582.0,2.0,1.0
6723,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3931.2,1,251.0,3.0,1.0
6734,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1704.0,1,517.0,3.0,0.5384615384615384
6737,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,939.6,1,623.0,6.0,1.0769230769230769
6743,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,478.8,1,312.0,3.0,0.5384615384615384
6756,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,540.0,1,254.0,5.0,0.2692307692307692
6759,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1573.56,1,251.0,3.0,1.0
6764,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3742.92,1,195.0,5.0,1.0
6765,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,47736.48,1,520.0,2.0,1.0
